CRSP_ID,case,model_type,label,label_prob,model_r2,model_intercept,model_prediction,feature,feature_value,feature_weight,feature_desc,Severe_Crash_Count,County_Name,Start_Description,End_Description
001-030,1677,classification,pred,0.122255956716156,0.101174547111992,-0.349011096221406,0.107122414023419,Rumble_Strips,4,0.050590777223705,Rumble_Strips = none,1,Freeborn,CSAH 30,CSAH 32 SO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Seg_CrossSection_Design,2,-0.249798764792837,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Segment_Cross_Section,2,-0.160967009031449,Segment_Cross_Section = 2-lane,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Centerline_Striping,2,-0.139896171955037,Centerline_Striping = present,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,MVMT_5yrMillionVMT,2.87,-0.122012211132498,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Access_Density,9.581992236,0.0684209820992239,Access_Density <= 10.0,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Rumble_Strips,4,0.0370035306727589,Rumble_Strips = none,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Mumble_Strips,2,-0.0507712813573022,Mumble_Strips = none,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-031,1518,classification,pred,0.120661291331993,0.109406205903444,0.752039189883883,0.246620913845906,Edgeline_Striping,2,0.0390971912341682,Edgeline_Striping = present,0,Freeborn,CSAH 32 SO,CSAH 34 NO
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Median_Type,4,-0.235976395093253,Median_Type = undivided,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Segment_Cross_Section,2,0.203223501808903,Segment_Cross_Section = 2-lane,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,MVMT_5yrMillionVMT,0.7,-0.185231671488815,MVMT_5yrMillionVMT <= 0.80,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Seg_CrossSection_Design,2,-0.0890796019342871,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Rumble_Strips,4,-0.079551146564969,Rumble_Strips = none,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Residential_Access_Count,1,-0.0650598962034742,Residential_Access_Count <= 6,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Access_Density,8.155227152,0.0498360577645079,Access_Density <= 10.0,0,Freeborn,CSAH 34 NO,E CO LINE
001-032,1665,classification,pred,0.0769605378899313,0.1787736171531,0.518821336807099,0.0625570512251648,Centerline_Striping,2,-0.0479352523245359,Centerline_Striping = present,0,Freeborn,CSAH 34 NO,E CO LINE
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,MVMT_5yrMillionVMT,0.59,-0.193429947053952,MVMT_5yrMillionVMT <= 0.80,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Seg_CrossSection_Design,2,0.149336329586677,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Median_Type,4,0.187740339746552,Median_Type = undivided,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Mumble_Strips,2,0.138301854124334,Mumble_Strips = none,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Median_Width,0,-0.141711471252658,Median_Width <= 3.2,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Centerline_Striping,2,-0.0808404813995952,Centerline_Striping = present,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Density_Curve,0,-0.0472569968502764,Density_Curve <= 0.43,0,Freeborn,S CO LINE,CSAH 3
002-010,1329,classification,pred,0.0647126104081061,0.174777801233576,0.01381378622327,0.0672234061434149,Area_Type,1,-0.0360394648912036,Area_Type = rural,0,Freeborn,S CO LINE,CSAH 3
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,MVMT_5yrMillionVMT,0.12,-0.194369806072682,MVMT_5yrMillionVMT <= 0.80,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Mumble_Strips,2,0.178614132363038,Mumble_Strips = none,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Segment_Cross_Section,2,0.157623793045185,Segment_Cross_Section = 2-lane,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Centerline_Striping,2,0.0540684012086511,Centerline_Striping = present,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Residential_Access_Count,4,-0.0510636949269219,Residential_Access_Count <= 6,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Seg_CrossSection_Design,2,-0.0490638419538193,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Rumble_Strips,4,0.042472650139817,Rumble_Strips = none,0,Freeborn,CSAH 3,1.0 MI N
002-020,911,classification,pred,0.0602813971234553,0.190676181380506,-0.0640603130797654,0.0408671225139924,Road_Access_Count,2,-0.0368158156440078,Road_Access_Count <= 4,0,Freeborn,CSAH 3,1.0 MI N
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Seg_CrossSection_Design,2,-0.255741739414641,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,MVMT_5yrMillionVMT,0.06,-0.193950913804131,MVMT_5yrMillionVMT <= 0.80,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Median_Width,0,0.0891957046452542,Median_Width <= 3.2,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Edgeline_Striping,2,0.0536835936744427,Edgeline_Striping = present,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Total_Access_County,2,-0.0514421322287988,Total_Access_County <= 18,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Rumble_Strips,4,0.0484435437652883,Rumble_Strips = none,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Access_Density,4.028813809,0.047165200845181,Access_Density <= 10.0,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
002-030,1787,classification,pred,0.0651853855808231,0.198739343444985,0.348440348377043,0.032553224238558,Density_Curve,0,-0.0437143064975352,Density_Curve <= 0.43,0,Freeborn,1.0 MI N OF CSAH 3,CSAH 49
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,MVMT_5yrMillionVMT,0.35,-0.18818484398713,MVMT_5yrMillionVMT <= 0.80,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Seg_CrossSection_Design,2,-0.186121655602894,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Mumble_Strips,2,0.131387448691214,Mumble_Strips = none,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Median_Width,0,0.120073852591288,Median_Width <= 3.2,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Total_Access_County,16,-0.0574661587560736,Total_Access_County <= 18,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Residential_Access_Count,3,-0.0562612799014541,Residential_Access_Count <= 6,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Farm_Access_Count,9,0.0530584132159527,6.0 < Farm_Access_Count <= 14.0,0,Freeborn,W CO LINE,CSAH 2
003-010,1391,classification,pred,0.0599414215703612,0.195803600000613,0.256342232438296,0.0181048111683041,Rumble_Strips,4,-0.0459257377604183,Rumble_Strips = none,0,Freeborn,W CO LINE,CSAH 2
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Segment_Design,3,-0.417873061545594,Segment_Design = undivided,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,MVMT_5yrMillionVMT,0.26,-0.215946044300731,MVMT_5yrMillionVMT <= 0.80,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Seg_CrossSection_Design,2,0.180024274356573,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Median_Type,4,0.0948098219470003,Median_Type = undivided,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Segment_Cross_Section,2,0.078468374689005,Segment_Cross_Section = 2-lane,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Median_Width,0,-0.0723024695010188,Median_Width <= 3.2,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Centerline_Striping,2,0.0665844804492058,Centerline_Striping = present,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-010,1442,classification,pred,0.0598336623222033,0.221496073326669,0.388032963595409,0.0465366121050813,Total_Access_County,3,-0.0497147557064098,Total_Access_County <= 18,0,Freeborn,TH 69,WEST LIMITS EMMONS
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Median_Width,0,0.166651922245968,Median_Width <= 3.2,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Seg_CrossSection_Design,2,-0.165369653583748,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,MVMT_5yrMillionVMT,2.25,-0.113631027906346,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Centerline_Striping,2,0.106774984755808,Centerline_Striping = present,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Segment_Cross_Section,2,0.103850688905011,Segment_Cross_Section = 2-lane,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Density_Curve,0.37,-0.0573971902496573,Density_Curve <= 0.43,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Rumble_Strips,4,0.0567631196786208,Rumble_Strips = none,0,Freeborn,W LIM EMMONS,CO RD 60
004-020,1566,classification,pred,0.120917485104216,0.0959379862465704,-0.0541540158155421,0.162050022095461,Mumble_Strips,2,0.0507937841790201,Mumble_Strips = none,0,Freeborn,W LIM EMMONS,CO RD 60
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Segment_Cross_Section,2,0.217797931258563,Segment_Cross_Section = 2-lane,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,MVMT_5yrMillionVMT,2.76,-0.110439629723166,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Centerline_Striping,2,-0.0755645815686884,Centerline_Striping = present,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Access_Density,9.111407982,0.0545409839399554,Access_Density <= 10.0,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Segment_Design,3,-0.0518868941441891,Segment_Design = undivided,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Seg_CrossSection_Design,2,0.040105991124412,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Edgeline_Striping,2,-0.0384131022193335,Edgeline_Striping = present,0,Freeborn,CSAH 11,CSAH 17
004-040,1573,classification,pred,0.111301300297103,0.0834889766564481,0.157029535855307,0.162983301357746,Alley_Other_Access_Count,0,-0.0354995566831409,Alley_Other_Access_Count <= 1,0,Freeborn,CSAH 11,CSAH 17
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Median_Width,0,0.127354224243644,Median_Width <= 3.2,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,MVMT_5yrMillionVMT,3.17,-0.0948414081886269,1.95 < MVMT_5yrMillionVMT <= 4.21,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Edgeline_Striping,2,-0.065859677101502,Edgeline_Striping = present,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Rumble_Strips,4,-0.0527913905814767,Rumble_Strips = none,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Alley_Other_Access_Count,0,-0.046108471765111,Alley_Other_Access_Count <= 1,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Farm_Access_Count,17,0.0443011339069289,14.0 < Farm_Access_Count <= 26.6,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Mumble_Strips,2,0.0436470758212689,Mumble_Strips = none,0,Freeborn,CSAH 17,CSAH 46
004-050,1370,classification,pred,0.114709668106139,0.103229162435616,0.233525895659719,0.149473785569147,Density_Curve,0,-0.0362140082382386,Density_Curve <= 0.43,0,Freeborn,CSAH 17,CSAH 46
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Segment_Design,3,0.214993499841991,Segment_Design = undivided,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Seg_CrossSection_Design,2,0.202102272973195,Seg_CrossSection_Design = 2-lane undivided,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,MVMT_5yrMillionVMT,1.71,-0.199789747865653,0.80 < MVMT_5yrMillionVMT <= 1.95,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Median_Width,0,0.11941209589816,Median_Width <= 3.2,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Mumble_Strips,2,0.0925931921232611,Mumble_Strips = none,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Centerline_Striping,2,-0.0744543035599637,Centerline_Striping = present,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Rumble_Strips,4,0.0663012576163114,Rumble_Strips = none,0,Freeborn,CSAH 18,CO RD 79
005-010,787,classification,pred,0.0987074371498117,0.148562389809538,-0.306098051879266,0.0200332378313902,Lane_Width,11.5,-0.0586666196623038,11.0 < Lane_Width <= 11.5,0,Freeborn,CSAH 18,CO RD 79
005-020,770,classification,pred,0.0803801777811756,0.142051619520912,0.224093216414042,0.0835806663259651,Median_Width,0,-0.208757122760064,Median_Width <= 3.2,0,Freeborn,CO RD 79,S LIM GLENVILLE
