model_type,case,label,label_prob,model_r2,model_intercept,model_prediction,feature,feature_value,feature_weight,feature_desc
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Minor_Surface_Type,3,-0.0316254977619189,Minor_Surface_Type = paved
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Major_Surface_Type,3,0.0246077566032071,Major_Surface_Type = paved
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Ped_Indicator,1,-0.0238181558453772,Ped_Indicator = no
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Maj2_Lane_Config,21,-0.019074823213168,Maj2_Lane_Config = ttr
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Total_Entering_ADT,18050,0.0197630809488758,13200 < Total_Entering_ADT <= 19275
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Cross_Product,37560000,-0.019062460331412,14820000 < Cross_Product <= 49452500
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Traffic_Control,4,-0.015955139528143,Traffic_Control = thru-stop
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Area_Type,3,-0.0153201876201289,Area_Type = suburban
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Left_Turn_Phasing_Min,2,-0.0123305218538752,Left_Turn_Phasing_Min = none
classification,4,pred,0.0978194886815662,0.142704543618116,0.191315849151067,0.0845914126869676,Leg_Configuration,2,-0.0139084878621592,Leg_Configuration = t
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Total_Entering_ADT,6600,-0.0350538031696531,5550 < Total_Entering_ADT <= 9550
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Ped_Indicator,1,-0.0217309103510405,Ped_Indicator = no
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Maj1_Lane_Config,18,-0.0223797282638863,Maj1_Lane_Config = t
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Maj2_Lane_Config,17,-0.0183986785815923,Maj2_Lane_Config = t
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Cross_Product,8640000,-0.0182437851222528,3770000 < Cross_Product <= 14820000
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Leg_Configuration,3,0.0182114508350343,Leg_Configuration = x
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Major_Surface_Type,3,0.00995538372412297,Major_Surface_Type = paved
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Left_Turn_Phasing_Maj,2,-0.0168143652373985,Left_Turn_Phasing_Maj = none
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Traffic_Control,4,-0.0150928315773218,Traffic_Control = thru-stop
classification,5,pred,0.0608357040162287,0.234265556829743,0.183383612399937,0.0499371375938318,Bike_Facility,1,-0.0138992070621167,Bike_Facility = no
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Total_Entering_ADT,2975,-0.0352907935182753,Total_Entering_ADT <= 5550
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Ped_Indicator,1,-0.0290785665648501,Ped_Indicator = no
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Cross_Product,1773750,-0.028236599271137,Cross_Product <= 3770000
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Flashers,1,-0.0215231387877393,Flashers = no
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Design_Type,3,0.02318118516004,Design_Type = traditional
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Maj1_Lane_Config,18,-0.0211418079265999,Maj1_Lane_Config = t
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Major_Surface_Type,3,0.0170505639978681,Major_Surface_Type = paved
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Traffic_Control,4,-0.0171150621313249,Traffic_Control = thru-stop
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Minor_Surface_Type,3,0.0159146930963704,Minor_Surface_Type = paved
classification,6,pred,0.0596174618856168,0.232460966580321,0.168570498158797,0.0582698521449406,Left_Turn_Phasing_Maj,2,-0.0140611200682087,Left_Turn_Phasing_Maj = none
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Total_Entering_ADT,5635,-0.0340574425513306,5550 < Total_Entering_ADT <= 9550
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Major_Surface_Type,3,-0.0257605502133825,Major_Surface_Type = paved
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Ped_Indicator,1,-0.0250534324752642,Ped_Indicator = no
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Cross_Product,4008000,-0.0222514652410913,3770000 < Cross_Product <= 14820000
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Minor_Surface_Type,3,0.0215374504562723,Minor_Surface_Type = paved
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Maj1_Lane_Config,18,-0.0179012373339682,Maj1_Lane_Config = t
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Traffic_Control,4,-0.0150057483407279,Traffic_Control = thru-stop
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Maj2_Lane_Config,17,-0.0148736461300369,Maj2_Lane_Config = t
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Minor_Division_Configuration,3,-0.0132067253177268,Minor_Division_Configuration = undivided
classification,7,pred,0.0608189214006505,0.187795305366148,0.213897210429207,0.0562728517061914,Bike_Facility,1,-0.0110515615757594,Bike_Facility = no
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Total_Entering_ADT,5450,-0.0319934677301488,Total_Entering_ADT <= 5550
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Ped_Indicator,1,-0.0257946074801758,Ped_Indicator = no
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Cross_Product,3120000,-0.0224474541730668,Cross_Product <= 3770000
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Bike_Facility,1,-0.020382560156867,Bike_Facility = no
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Flashers,1,0.0147185554572841,Flashers = no
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Traffic_Control,4,-0.0203963155077008,Traffic_Control = thru-stop
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Maj1_Lane_Config,18,-0.0186269041319898,Maj1_Lane_Config = t
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Left_Turn_Phasing_Maj,2,-0.0166158344855578,Left_Turn_Phasing_Maj = none
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Left_Turn_Phasing_Min,2,-0.0156045313588819,Left_Turn_Phasing_Min = none
classification,8,pred,0.0608189214006505,0.229441688746922,0.216963130670597,0.0444719094248172,Area_Type,3,-0.0153481016786752,Area_Type = suburban
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Total_Entering_ADT,5075,-0.0316645434455357,Total_Entering_ADT <= 5550
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Flashers,1,0.0262258178655428,Flashers = no
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Major_Surface_Type,3,0.0366389198891117,Major_Surface_Type = paved
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Ped_Indicator,1,-0.0287312334466938,Ped_Indicator = no
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Traffic_Control,4,-0.023964470402381,Traffic_Control = thru-stop
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Cross_Product,1320000,-0.0223192404989574,Cross_Product <= 3770000
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Street Parking,1,0.0178892315785282,Street Parking = no
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Maj1_Lane_Config,18,-0.0168791943348381,Maj1_Lane_Config = t
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Maj2_Lane_Config,17,-0.0161781292454396,Maj2_Lane_Config = t
classification,9,pred,0.0603623082899878,0.197354824797185,0.109364808803487,0.0623792015313051,Design_Type,3,0.0119972347684814,Design_Type = traditional
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Ped_Indicator,1,-0.0217281271214757,Ped_Indicator = no
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Leg_Configuration,2,-0.0173802033256524,Leg_Configuration = t
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Cross_Product,18960000,-0.0181241805253275,14820000 < Cross_Product <= 49452500
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,School_Crosswalk,1,-0.0214904302078518,School_Crosswalk = no
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Left_Turn_Phasing_Min,2,-0.0159209424558737,Left_Turn_Phasing_Min = none
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Left_Turn_Phasing_Maj,2,-0.0134880663588487,Left_Turn_Phasing_Maj = none
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Major_Division_Configuration,2,0.0125778229842954,Major_Division_Configuration = other
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Railroad_Crossing,1,-0.0119186523664136,Railroad_Crossing = none
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Maj1_Lane_Config,8,-0.0117871411582453,Maj1_Lane_Config = lt
classification,10,pred,0.0757040040516107,0.118149441346891,0.218968168713142,0.0944805091048187,Major_Surface_Type,3,-0.00522773907293024,Major_Surface_Type = paved
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Maj1_Lane_Config,12,0.0232880789324293,Maj1_Lane_Config = lttr
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Cross_Product,18662000,-0.0239548364431756,14820000 < Cross_Product <= 49452500
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Ped_Indicator,2,0.020664208779674,Ped_Indicator = yes
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Left_Turn_Phasing_Maj,4,0.0201473734671521,Left_Turn_Phasing_Maj = permitted/protected
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Design_Type,3,0.021439928959825,Design_Type = traditional
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,sev_obs,1,0.0168632119666029,0.8 < sev_obs
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Flashers,1,-0.0185107751594318,Flashers = no
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Leg_Configuration,3,0.0167110497817416,Leg_Configuration = x
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Traffic_Control,3,0.0135895598267029,Traffic_Control = signal
classification,11,pred,0.207144487857776,0.12478268716326,0.129253351397543,0.206631339199056,Minor_Division_Configuration,3,-0.0128598123100065,Minor_Division_Configuration = undivided
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Major_Surface_Type,3,-0.0520199818973672,Major_Surface_Type = paved
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Total_Entering_ADT,3187.5,-0.0388834222011445,Total_Entering_ADT <= 5550
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Maj1_Lane_Config,18,-0.0225311456479473,Maj1_Lane_Config = t
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Cross_Product,562500,-0.0214703844890352,Cross_Product <= 3770000
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Ped_Indicator,1,-0.0182222519588908,Ped_Indicator = no
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Maj2_Lane_Config,17,-0.017505383004901,Maj2_Lane_Config = t
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Leg_Configuration,3,0.0162985123009148,Leg_Configuration = x
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Railroad_Crossing,1,0.0175510978637232,Railroad_Crossing = none
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Left_Turn_Phasing_Min,2,-0.0140824054361455,Left_Turn_Phasing_Min = none
classification,12,pred,0.0603682821844202,0.176624870117816,0.23381473263067,0.0648372670964294,Design_Type,3,-0.0181121010634476,Design_Type = traditional
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Total_Entering_ADT,3217.5,-0.0319133277175869,Total_Entering_ADT <= 5550
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Cross_Product,652500,-0.0290441995471537,Cross_Product <= 3770000
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Ped_Indicator,1,-0.0221417231643651,Ped_Indicator = no
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Maj1_Lane_Config,18,-0.020851879617945,Maj1_Lane_Config = t
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Maj2_Lane_Config,17,-0.0183086796539124,Maj2_Lane_Config = t
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Traffic_Control,4,-0.0170262775114853,Traffic_Control = thru-stop
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Bike_Facility,1,-0.0122540056607906,Bike_Facility = no
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Left_Turn_Phasing_Maj,2,-0.0123415487788494,Left_Turn_Phasing_Maj = none
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Max_Lanes_Cross,2,-0.010015122428231,Max_Lanes_Cross = 2
classification,13,pred,0.0603623082899878,0.198200249753709,0.219324960852054,0.0362392369770149,Sidewalk,1,-0.00918895979471939,Sidewalk = no
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Total_Entering_ADT,3285,-0.037863983526415,Total_Entering_ADT <= 5550
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Cross_Product,855000,-0.0245756934964198,Cross_Product <= 3770000
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Bike_Facility,1,-0.0217879960794032,Bike_Facility = no
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Ped_Indicator,1,-0.0220307987991166,Ped_Indicator = no
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Traffic_Control,4,-0.0220974215949639,Traffic_Control = thru-stop
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Minor_Surface_Type,3,0.0221077664082554,Minor_Surface_Type = paved
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Maj1_Lane_Config,18,-0.0166502461525004,Maj1_Lane_Config = t
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Left_Turn_Phasing_Maj,2,-0.0143864887721673,Left_Turn_Phasing_Maj = none
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Area_Type,3,-0.0159345034350967,Area_Type = suburban
classification,14,pred,0.0603623082899878,0.237808131399171,0.190712581460365,0.0502395856920264,Design_Type,3,0.0127463696794886,Design_Type = traditional
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Ped_Indicator,1,-0.0319985072574509,Ped_Indicator = no
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Total_Entering_ADT,3222.5,-0.0301910964782676,Total_Entering_ADT <= 5550
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Cross_Product,667500,-0.0254739060219509,Cross_Product <= 3770000
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Maj1_Lane_Config,18,-0.0193885536504784,Maj1_Lane_Config = t
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Maj2_Lane_Config,17,-0.0202187260036914,Maj2_Lane_Config = t
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Flashers,1,0.0161531299351605,Flashers = no
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Major_Surface_Type,3,0.0193179101226758,Major_Surface_Type = paved
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Int_Type,4,-0.0147060040730007,Int_Type = intersection
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Traffic_Control,4,-0.0135984021412584,Traffic_Control = thru-stop
classification,15,pred,0.0591833275726028,0.219917904067488,0.195384692077898,0.0562258903320807,Minor_Surface_Type,3,-0.0190546461775555,Minor_Surface_Type = paved
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Previous_Stop,1,0.00426717437586263,0.8 < Previous_Stop
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Major_Surface_Type,3,-0.0539649201556685,Major_Surface_Type = paved
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Total_Entering_ADT,2870,-0.0367881218653673,Total_Entering_ADT <= 5550
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Cross_Product,521625,-0.025997761685812,Cross_Product <= 3770000
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Ped_Indicator,1,-0.0238463983028906,Ped_Indicator = no
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Design_Type,3,-0.0212056235619729,Design_Type = traditional
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Left_Turn_Phasing_Maj,2,-0.0210857771608577,Left_Turn_Phasing_Maj = none
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Minor_Surface_Type,3,0.0226372426918163,Minor_Surface_Type = paved
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Traffic_Control,4,-0.0214710252073765,Traffic_Control = thru-stop
classification,16,pred,0.0595484819297567,0.219540395463449,0.25537008449834,0.0594160100521225,Maj1_Lane_Config,18,-0.0184988635739508,Maj1_Lane_Config = t
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Total_Entering_ADT,1975,-0.0337154988944252,Total_Entering_ADT <= 5550
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Cross_Product,805000,-0.0274262833129488,Cross_Product <= 3770000
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Design_Type,3,-0.0219660588295685,Design_Type = traditional
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Flashers,1,0.0225365479503933,Flashers = no
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Ped_Indicator,1,-0.0198175900882819,Ped_Indicator = no
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Maj1_Lane_Config,18,-0.0201340146568848,Maj1_Lane_Config = t
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Traffic_Control,4,-0.0170919598340537,Traffic_Control = thru-stop
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Minor_Surface_Type,3,0.00558148702724032,Minor_Surface_Type = paved
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Bike_Facility,1,-0.01763975152173,Bike_Facility = no
classification,17,pred,0.0594942083143753,0.190519184966133,0.202762035893347,0.0590320299750623,Area_Type,3,-0.0140568837580256,Area_Type = suburban
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Total_Entering_ADT,7700,-0.0349849220313735,5550 < Total_Entering_ADT <= 9550
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Cross_Product,9300000,-0.0301078464051094,3770000 < Cross_Product <= 14820000
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Ped_Indicator,1,-0.0260372338109764,Ped_Indicator = no
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Minor_Surface_Type,3,0.0161682162062184,Minor_Surface_Type = paved
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Design_Type,3,0.0239709005655209,Design_Type = traditional
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Maj1_Lane_Config,18,-0.0235825321387535,Maj1_Lane_Config = t
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Railroad_Crossing,1,-0.0163861427474152,Railroad_Crossing = none
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Traffic_Control,4,-0.0174856331201843,Traffic_Control = thru-stop
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Lighting,2,-0.0171805111907273,Lighting = yes
classification,18,pred,0.0602491142138455,0.19927287857007,0.189901839713957,0.0507512526634951,Left_Turn_Phasing_Maj,2,-0.0135248823776614,Left_Turn_Phasing_Maj = none
